Date,Open,High,Low,Close,Volume,OpenInterest
2025-08-13,25506.94,25741.49,25503.99,25725.76,123444,302469
2025-08-14,25714.46,25859.65,25688.03,25825.39,221022,590672
2025-08-15,25807.38,25822.89,25756.47,25781.87,193426,436893
2025-08-18,25954.87,26217.87,25953.77,26183.49,195662,511321
2025-08-19,26255.72,26290.94,25971.28,25989.54,214711,588033
2025-08-20,25916.91,25977.08,25755.86,25873.5,184959,482138
2025-08-21,25898.27,25932.78,25750.82,25783.27,203797,448410
2025-08-22,25929.42,26110.08,25918.74,26062.73,285596,590743
2025-08-25,26040.91,26315.64,25876.76,26240.56,160700,465282
2025-08-26,26356.75,26401.81,25921.94,26070.82,162469,365292
2025-08-27,26250.12,26389.6,26074.72,26128.14,172522,421629
2025-08-28,26055.98,26240.66,26000.87,26240.38,199173,419337
2025-08-29,26391.9,26480.33,26209.71,26266.67,186051,385217
2025-09-01,26323.69,26396.62,26313.16,26322.69,208245,559165
2025-09-02,26258.23,26334.21,26136.23,26193.88,347454,818909
2025-09-03,26303.79,26604.04,26256.93,26570.97,250276,729251
2025-09-04,26605.82,26611.91,26427.1,26584.43,188510,481336
2025-09-05,26435.49,26436.5,26205.06,26234.28,242349,687764
2025-09-08,26297.96,26589.22,26218.66,26444.2,223681,487457
2025-09-09,26334.51,26386.74,26136.79,26144.61,287231,620810
2025-09-10,26013.0,26028.05,25849.25,25870.53,321335,721510
2025-09-11,25855.41,25991.17,25804.6,25950.14,165075,488599
2025-09-12,26166.92,26471.28,26035.74,26359.8,293548,793209
2025-09-15,26359.85,26591.67,26288.48,26500.0,187938,494543
2025-09-16,26509.08,26574.5,26281.45,26299.37,155232,417895
2025-09-17,26249.62,26339.53,26159.96,26169.17,208837,523722
2025-09-18,26163.92,26346.77,26029.01,26106.42,273208,615612
2025-09-19,26236.38,26433.93,26211.09,26424.62,216917,539059
2025-09-22,26358.49,26741.44,26344.22,26647.69,159998,382047
2025-09-23,26618.3,26685.08,26574.89,26610.1,202213,417886
2025-09-24,26632.59,26717.82,26473.88,26508.65,106172,235713
2025-09-25,26375.65,26615.68,26362.52,26511.69,169119,416749
2025-09-26,26646.89,26863.39,26566.04,26816.8,189925,532643
2025-09-29,26845.61,27011.81,26745.63,26903.27,220732,607398
2025-09-30,27055.05,27108.19,26992.92,27078.6,270168,586232
2025-10-01,27094.94,27260.21,27069.22,27251.64,210899,581810
2025-10-02,27368.45,27760.23,27299.75,27746.12,148373,367063
2025-10-03,27636.49,27771.3,27590.04,27702.36,149597,335321
2025-10-06,27546.61,27547.75,27459.33,27525.56,154612,436288
2025-10-07,27647.59,28033.7,27579.27,27989.16,145072,328452
2025-10-08,28051.1,28183.34,27984.14,28095.27,229861,509996
2025-10-09,27923.78,27969.79,27640.31,27717.52,226858,630217
2025-10-10,27782.05,27801.34,27565.29,27604.96,149572,303803
2025-10-13,27568.23,27604.36,27157.01,27196.03,203345,542290
2025-10-14,27163.17,27340.18,27110.16,27316.19,216752,487477
2025-10-15,27238.9,27322.38,27154.54,27313.24,159437,447486
2025-10-16,27286.58,27289.44,27060.39,27070.1,216692,501160
2025-10-17,26940.02,27277.19,26844.12,27226.96,231487,471987
2025-10-20,27345.78,27638.07,27271.13,27490.56,212465,548361
2025-10-21,27685.06,27958.7,27585.09,27922.06,172340,447541
2025-10-22,27687.51,27820.81,27622.15,27774.48,170382,418247
2025-10-23,27906.64,28027.05,27865.09,27939.8,191981,416091
2025-10-24,27940.21,28433.03,27840.26,28356.54,162875,429328
2025-10-27,28219.75,28247.86,28142.39,28172.27,290997,776310
2025-10-28,28210.85,28327.77,28076.77,28140.85,220743,653602
2025-10-29,28030.51,28369.78,27948.05,28140.01,184372,474316
2025-10-30,28116.99,28341.57,27999.05,28209.51,176709,359027
2025-10-31,28118.41,28129.58,27992.27,28061.98,213063,614242
2025-11-03,28131.88,28179.1,27879.39,27939.32,244767,733624
2025-11-04,27971.58,27977.15,27747.32,27835.84,193994,400092
2025-11-05,27813.97,27829.23,27649.46,27704.62,191161,433660
2025-11-06,27515.98,27549.94,27136.18,27180.59,252594,580810
2025-11-07,27142.33,27198.06,26921.45,27014.82,177193,391686
2025-11-10,26973.83,27096.29,26910.44,27072.32,180987,390013
2025-11-11,26980.44,27021.68,26850.57,26979.05,182018,469733
2025-11-12,26853.26,26924.61,26751.12,26923.31,239068,594761
2025-11-13,26833.6,26899.1,26782.36,26821.66,194161,477331
2025-11-14,26879.8,26997.43,26641.14,26721.62,234084,669995
2025-11-17,26515.58,26677.27,26455.82,26657.45,197555,541624
2025-11-18,26302.93,26405.96,25983.06,26012.51,251791,720070
2025-11-19,25916.32,26024.33,25549.55,25568.24,187830,554369
2025-11-20,25595.03,25680.69,25514.83,25538.75,334233,883961
2025-11-21,25383.82,25523.67,25304.77,25423.54,210838,460738
2025-11-24,25331.14,25379.44,25134.84,25164.5,178480,407953
2025-11-25,25186.7,25268.5,24934.94,24969.11,164104,419578
2025-11-26,25009.22,25040.45,24933.48,24968.1,151108,335535
2025-11-27,24937.36,25079.82,24878.39,25023.86,226740,623595
2025-11-28,25009.67,25315.22,24962.01,25235.55,186914,464692
2025-12-01,25168.14,25187.76,25022.45,25034.95,100000,276057
2025-12-02,25030.47,25111.5,24483.55,24610.82,129949,389789
2025-12-03,24747.49,24772.9,24623.08,24648.26,207062,541493
2025-12-04,24650.36,24708.64,24193.07,24235.13,200092,407169
2025-12-05,24402.32,24421.03,23957.57,23975.95,197724,442403
2025-12-08,23999.84,24057.03,23919.12,23971.19,172687,410952
2025-12-09,24091.73,24126.12,23986.87,24009.82,163452,437625
2025-12-10,24081.16,24239.35,24040.06,24231.99,191688,387047
2025-12-11,24357.6,24428.31,24309.2,24381.58,190265,563468
2025-12-12,24430.87,24443.63,24353.56,24398.78,126888,339869
2025-12-15,24354.32,24635.52,24292.28,24577.24,243802,728994
2025-12-16,24470.25,24847.92,24463.16,24763.43,160032,361840
2025-12-17,24717.23,24961.79,24704.67,24919.23,216202,464936
2025-12-18,24913.73,24945.94,24581.39,24689.96,200494,495412
2025-12-19,24766.74,25016.97,24666.29,24985.88,152554,366496
2025-12-22,24958.88,25402.85,24885.37,25362.68,246198,539323
2025-12-23,25255.49,25337.87,25136.31,25153.67,217625,550907
2025-12-24,25147.36,25271.47,24985.55,25037.65,118760,289043
2025-12-25,25048.24,25320.92,24991.71,25235.88,227173,640850
2025-12-26,25428.62,25503.89,25413.92,25448.92,242965,565329
2025-12-29,25458.43,25566.27,25294.7,25489.44,275819,560586
2025-12-30,25532.61,25803.09,25413.84,25660.7,229112,673203
2025-12-31,25572.39,25600.6,25060.42,25187.21,227827,513261
2026-01-01,24999.26,25067.83,24708.83,24737.17,221669,549151
2026-01-02,24598.93,24637.21,24258.58,24325.94,124032,352363
2026-01-05,24271.88,24356.11,23744.63,23775.35,223083,531966
2026-01-06,23738.4,23750.45,23360.05,23388.07,174509,432013
2026-01-07,23280.74,23311.21,23270.77,23291.81,202665,519265
2026-01-08,23307.69,23367.52,23235.67,23248.48,230510,613566
2026-01-09,23228.35,23277.99,23092.99,23238.94,257191,728787
2026-01-12,23350.23,23566.97,23306.05,23481.08,185572,447817
2026-01-13,23589.78,23670.72,23436.24,23446.59,166030,362240
2026-01-14,23415.37,23485.37,23382.32,23479.52,124276,310991
2026-01-15,23512.73,23594.01,23426.8,23577.92,271472,652404
2026-01-16,23731.83,23797.68,23616.77,23751.25,238757,512476
2026-01-19,23765.68,24003.16,23750.97,23923.11,258230,614339
2026-01-20,23952.78,23956.39,23844.2,23921.96,102444,263592
2026-01-21,23900.36,23938.06,23804.28,23932.6,165392,387977
2026-01-22,23988.46,24201.53,23951.37,24193.17,164655,492373
2026-01-23,24200.28,24368.4,24117.52,24346.56,254386,539396
2026-01-26,24402.3,24431.62,24082.86,24203.54,141910,308077
2026-01-27,24348.38,24379.29,24243.64,24298.1,188762,380656
2026-01-28,24459.0,24700.9,24419.07,24669.09,224560,657166
2026-01-29,24610.49,24617.46,24539.45,24544.92,174001,416366
2026-01-30,24504.52,24510.35,24496.71,24499.16,113439,337344
2026-02-02,24329.25,24696.18,24263.11,24673.74,246721,716537
2026-02-03,24463.8,24640.92,24424.47,24634.41,221613,492937
2026-02-04,24697.05,24831.14,24566.29,24794.86,169498,486575
2026-02-05,24757.68,24826.25,24081.66,24186.87,138128,355264
2026-02-06,24245.74,24293.75,24234.62,24247.56,191516,434391
2026-02-09,24077.65,24102.69,23898.19,23908.27,195168,526400
2026-02-10,23958.49,24031.19,23850.22,23883.56,183720,531996
2026-02-11,23811.67,23904.81,23593.93,23625.52,248765,664971
2026-02-12,23590.03,23766.76,23559.73,23692.06,165206,389964
2026-02-13,23776.76,23833.37,23415.29,23530.09,179515,442985
2026-02-16,23406.4,23702.42,23291.8,23591.28,160775,412264
2026-02-17,23632.55,23644.22,23540.14,23566.88,211114,586794
2026-02-18,23629.42,23922.01,23592.48,23875.9,180193,378917
2026-02-19,23918.99,24172.12,23843.85,24096.07,283361,760125
2026-02-20,23930.25,24320.67,23871.67,24202.71,161706,360001
2026-02-23,24276.05,24364.77,24080.78,24125.51,214187,610314
2026-02-24,24097.89,24233.8,23898.94,23912.27,226674,558827
2026-02-25,24095.09,24177.37,23881.42,23893.49,250372,742428
2026-02-26,24048.53,24173.66,23762.82,23811.91,200025,418027
2026-02-27,23912.75,23923.77,23525.89,23574.41,222065,509273
