Price,Close,High,Low,Open,Volume
2025-07-09,22527.009765625,22527.009765625,22211.099609375,22253.169921875,2907300
2025-07-10,22693.25,22699.2890625,22513.349609375,22566.509765625,2829400
2025-07-11,22751.029296875,22770.009765625,22601.94921875,22602.810546875,4446700
2025-07-14,22614.970703125,22735.23046875,22525.66015625,22679.1796875,2557300
2025-07-15,22835.939453125,22888.23046875,22588.259765625,22618.4296875,2696000
2025-07-16,23042.900390625,23106.4296875,22923.119140625,22967.509765625,3171200
2025-07-17,23113.279296875,23159.5390625,22923.369140625,23042.970703125,3078000
2025-07-18,23383.130859375,23468.2109375,23276.01953125,23345.720703125,2995200
2025-07-21,23340.560546875,23403.830078125,23243.7890625,23314.2890625,2784300
2025-07-22,22987.919921875,23486.080078125,22985.900390625,23301.66015625,3764700
2025-07-23,23318.669921875,23318.669921875,23063.5703125,23063.5703125,3346500
2025-07-24,23373.73046875,23455.08984375,23295.310546875,23373.669921875,3659600
2025-07-25,23364.380859375,23485.560546875,23308.44921875,23454.58984375,2946900
2025-07-28,23412.98046875,23564.439453125,23350.73046875,23477.099609375,3255000
2025-07-29,23201.51953125,23422.169921875,23094.669921875,23414.359375,3565200
2025-07-30,23461.720703125,23461.720703125,23264.640625,23288.720703125,3352200
2025-07-31,23542.51953125,23631.109375,23454.439453125,23523.58984375,3757100
2025-08-01,23434.380859375,23484.2109375,23168.26953125,23318.369140625,3402400
2025-08-04,23378.939453125,23378.939453125,23151.650390625,23260.1796875,3191500
2025-08-05,23660.58984375,23671.83984375,23498.400390625,23498.400390625,3421400
2025-08-06,23447.359375,23557.490234375,23433.529296875,23443.359375,3264600
2025-08-07,24003.76953125,24050.5390625,23717.349609375,23717.349609375,3487700
2025-08-08,24021.259765625,24131.4609375,23967.990234375,24026.650390625,3790600
2025-08-11,24135.5,24249.05078125,23887.25,23980.390625,3851900
2025-08-12,24158.359375,24263.919921875,24065.4296875,24182.83984375,4193700
2025-08-13,24370.01953125,24406.939453125,24172.189453125,24232.0390625,4867300
2025-08-14,24238.099609375,24389.509765625,24198.880859375,24258.5,4491700
2025-08-15,24334.48046875,24385.560546875,24164.4296875,24266.23046875,4491700
2025-08-18,24482.51953125,24515.650390625,24257.30078125,24272.55078125,4745200
2025-08-19,24353.5,24551.419921875,24324.2890625,24493.919921875,4734800
2025-08-20,23625.439453125,24309.26953125,23620.240234375,24309.26953125,4336000
2025-08-21,23962.130859375,24011.5,23739.830078125,23739.830078125,3924400
2025-08-22,23764.470703125,24071.650390625,23764.470703125,24033.01953125,3633100
2025-08-25,24277.380859375,24362.01953125,24108.75,24108.810546875,3818800
2025-08-26,24305.099609375,24382.419921875,24113.029296875,24237.359375,5104500
2025-08-27,24519.900390625,24539.880859375,24410.080078125,24449.810546875,4022200
2025-08-28,24236.44921875,24502.369140625,24236.44921875,24468.119140625,4093700
2025-08-29,24233.099609375,24570.150390625,24233.099609375,24438.029296875,4230800
2025-09-01,24071.73046875,24312.830078125,23885.41015625,24143.369140625,3978800
2025-09-02,24016.779296875,24295.029296875,23890.330078125,24113.900390625,3621600
2025-09-03,24100.30078125,24103.23046875,23925.490234375,24036.880859375,3208300
2025-09-04,24179.849609375,24389.349609375,24168.16015625,24235.26953125,4098500
2025-09-05,24494.580078125,24494.580078125,24244.259765625,24244.259765625,3935800
2025-09-08,24547.380859375,24729.9609375,24547.380859375,24610.849609375,4221200
2025-09-09,24855.1796875,24880.0703125,24650.4609375,24650.4609375,4235300
2025-09-10,25192.58984375,25272.23046875,25032.880859375,25032.880859375,4503300
2025-09-11,25215.7109375,25541.439453125,25174.130859375,25509.30078125,5159400
2025-09-12,25474.640625,25492.279296875,25349.69921875,25349.69921875,4362700
2025-09-15,25357.16015625,25519.939453125,25284.169921875,25494.099609375,3734300
2025-09-16,25629.640625,25664.810546875,25335.4609375,25335.4609375,4224500
2025-09-17,25438.25,25632.0703125,25422.9609375,25543.91015625,4404600
2025-09-18,25769.359375,25769.359375,25475.25,25543.169921875,4746200
2025-09-19,25578.369140625,25864.009765625,25578.369140625,25794.66015625,6041400
2025-09-22,25880.599609375,25887.689453125,25599.599609375,25599.599609375,4316700
2025-09-23,26247.369140625,26307.30078125,26041.689453125,26121.0,4775000
2025-09-24,26196.73046875,26394.029296875,26045.470703125,26389.16015625,4309500
2025-09-25,26023.849609375,26247.849609375,26023.849609375,26067.970703125,5318500
2025-09-26,25580.3203125,25998.279296875,25469.0390625,25998.279296875,4370400
2025-09-30,25820.5390625,25975.83984375,25738.310546875,25738.310546875,3601000
2025-10-01,25982.91015625,26325.7890625,25982.91015625,26078.2890625,4127200
2025-10-02,26378.390625,26489.7890625,26330.25,26392.310546875,4331900
2025-10-03,26761.060546875,26761.060546875,26410.029296875,26435.099609375,3947400
2025-10-07,27211.94921875,27301.419921875,27017.080078125,27029.279296875,4714200
2025-10-08,27063.6796875,27110.4296875,26883.990234375,26999.8203125,4475000
2025-10-09,27301.919921875,27463.119140625,27253.0703125,27301.609375,5551400
2025-10-13,26923.419921875,26965.720703125,26470.439453125,26762.599609375,4848200
2025-10-14,26793.150390625,27507.16015625,26764.060546875,27282.099609375,6407700
2025-10-15,27275.7109375,27275.7109375,26773.150390625,26911.05078125,4438300
2025-10-16,27647.869140625,27732.779296875,27337.3203125,27337.3203125,4657900
2025-10-17,27302.369140625,27513.08984375,27302.369140625,27399.91015625,4488400
2025-10-20,27688.630859375,27768.26953125,27412.44921875,27480.439453125,4283400
2025-10-21,27752.41015625,27969.05078125,27742.55078125,27742.55078125,4293000
2025-10-22,27648.91015625,27725.830078125,27490.890625,27614.109375,3944200
2025-10-23,27532.259765625,27586.849609375,27371.669921875,27457.0703125,3819800
2025-10-27,27993.630859375,28196.330078125,27993.630859375,28029.880859375,4954700
2025-10-28,27949.109375,28087.9296875,27885.619140625,28041.009765625,5011300
2025-10-29,28294.740234375,28395.310546875,28139.650390625,28157.91015625,5040500
2025-10-30,28287.529296875,28527.6796875,28116.599609375,28350.240234375,5137600
2025-10-31,28233.349609375,28489.759765625,28233.349609375,28280.470703125,4459700
2025-11-03,28334.58984375,28494.990234375,28150.44921875,28253.529296875,3968500
2025-11-04,28116.560546875,28554.609375,28033.619140625,28364.759765625,4218000
2025-11-05,27717.060546875,27799.08984375,27373.05078125,27785.91015625,4085800
2025-11-06,27899.44921875,28061.529296875,27879.69921875,27906.439453125,4125700
2025-11-07,27651.41015625,27818.5390625,27621.48046875,27818.5390625,4344700
2025-11-10,27869.509765625,27976.890625,27680.509765625,27805.470703125,4157600
2025-11-11,27784.94921875,28187.69921875,27784.94921875,28031.5390625,5302400
2025-11-12,27947.08984375,28071.759765625,27799.919921875,27853.470703125,5291300
2025-11-13,27903.560546875,28038.240234375,27811.810546875,27867.58984375,6572900
2025-11-14,27397.5,27816.44921875,27383.33984375,27816.44921875,5171300
2025-11-17,27447.310546875,27723.76953125,27447.310546875,27600.740234375,4781900
2025-11-18,26756.119140625,27310.400390625,26756.119140625,27310.400390625,5433000
2025-11-19,26580.119140625,26902.970703125,26580.119140625,26708.279296875,4448000
2025-11-20,27426.359375,27493.630859375,27183.029296875,27212.91015625,4862100
2025-11-21,26434.939453125,26821.970703125,26395.98046875,26821.970703125,4006000
2025-11-24,26504.240234375,26764.130859375,26482.330078125,26596.029296875,6156100
2025-11-25,26912.169921875,27118.01953125,26793.7109375,26995.900390625,3724900
2025-11-26,27409.5390625,27409.5390625,27063.169921875,27063.169921875,4016500
2025-11-27,27554.529296875,27659.060546875,27436.58984375,27517.240234375,3621100
2025-11-28,27626.48046875,27796.900390625,27566.119140625,27566.119140625,3953500
2025-12-01,27342.529296875,27697.060546875,27342.529296875,27674.16015625,3774100
2025-12-02,27564.26953125,27741.890625,27477.099609375,27550.349609375,4210100
2025-12-03,27793.0390625,27847.669921875,27605.630859375,27605.630859375,3769000
2025-12-04,27795.7109375,27880.23046875,27636.630859375,27773.419921875,3599700
2025-12-05,27980.890625,27980.890625,27738.5,27796.4296875,3817000
2025-12-08,28303.779296875,28303.779296875,28026.390625,28034.0,4068700
2025-12-09,28182.599609375,28390.240234375,28157.26953125,28364.0390625,4898300
2025-12-10,28400.73046875,28417.08984375,28190.759765625,28190.759765625,4773000
2025-12-11,28024.75,28568.01953125,27984.189453125,28385.23046875,4248000
2025-12-12,28198.01953125,28272.060546875,28071.33984375,28097.5390625,4802600
2025-12-15,27866.939453125,28119.7890625,27684.869140625,28119.7890625,4157000
2025-12-16,27536.66015625,27740.66015625,27355.669921875,27721.099609375,5140200
2025-12-17,27525.169921875,27780.689453125,27469.599609375,27596.1796875,5499500
2025-12-18,27468.529296875,27569.439453125,27350.76953125,27447.44921875,4799900
2025-12-19,27696.349609375,27869.779296875,27672.05078125,27685.740234375,5627700
2025-12-22,28149.640625,28168.75,27986.66015625,27986.66015625,5026500
2025-12-23,28310.470703125,28350.369140625,28212.83984375,28253.140625,4559700
2025-12-24,28371.98046875,28486.380859375,28280.58984375,28383.609375,4612900
2025-12-26,28556.01953125,28590.91015625,28404.33984375,28443.48046875,4511200
2025-12-29,28810.890625,28841.640625,28595.349609375,28662.7890625,4440500
2025-12-30,28707.130859375,28833.029296875,28553.640625,28723.8203125,5135300
2025-12-31,28963.599609375,29009.810546875,28687.900390625,28723.490234375,5689400
2026-01-02,29349.810546875,29363.4296875,29007.75,29016.6796875,5945900
2026-01-05,30105.0390625,30339.3203125,29779.69921875,29779.69921875,6274000
2026-01-06,30576.30078125,30576.30078125,29933.650390625,29933.650390625,6867900
2026-01-07,30435.470703125,30570.259765625,30306.16015625,30412.3203125,8350800
2026-01-08,30360.55078125,30593.490234375,30268.359375,30330.580078125,8283300
2026-01-09,30288.9609375,30500.419921875,29925.490234375,30370.44921875,6518900
2026-01-12,30567.2890625,30681.990234375,30472.69921875,30472.69921875,5720700
2026-01-13,30707.220703125,30973.849609375,30529.330078125,30630.859375,6687400
2026-01-14,30941.779296875,30994.810546875,30742.529296875,30742.529296875,6046100
2026-01-15,30810.580078125,30877.310546875,30663.869140625,30746.98046875,6569600
2026-01-16,31408.69921875,31475.220703125,30844.630859375,30844.630859375,7323000
2026-01-19,31639.2890625,31827.390625,31285.529296875,31336.76953125,7864700
2026-01-20,31759.990234375,31759.990234375,31340.099609375,31584.33984375,7884000
2026-01-21,31246.369140625,31749.140625,31200.759765625,31749.140625,8417100
2026-01-22,31746.080078125,31890.619140625,31371.130859375,31371.130859375,7642300
2026-01-23,31961.509765625,32042.439453125,31693.150390625,31788.76953125,7178200
2026-01-26,32064.51953125,32196.75,31989.859375,32002.560546875,6470200
2026-01-27,32317.919921875,32428.169921875,32095.080078125,32095.080078125,7511200
2026-01-28,32803.8203125,32803.8203125,32381.759765625,32381.759765625,7408400
2026-01-29,32536.26953125,32996.03125,32472.44921875,32828.01953125,7939900
2026-01-30,32063.75,32555.51953125,32004.9609375,32555.51953125,8004400
